specObjID,ra,dec,data['z'],zErr,velocity,distance_Mpc,distance_ly
1.06051E+19,37.314807,4.7926148,1.968819,0.000958905,590236.1856,8431.945509,27488142360
8.6752E+18,345.38867,25.885639,1.968802,0.000454456,590231.0892,8431.872703,27487905011
8.81255E+18,35.270408,1.6046889,1.968628,0.000711992,590178.9254,8431.127505,27485475668
8.15836E+18,22.725937,18.408061,1.968627,0.001241205,590178.6256,8431.123223,27485461706
8.58072E+18,20.366256,18.589155,1.968598,0.1403934,590169.9316,8430.999023,27485056815
1.27296E+19,343.38006,5.7499846,1.968363,0.000822645,590099.4805,8429.992579,27481775806
8.63801E+18,9.3648118,24.096594,1.968142,0.001216818,590033.2265,8429.046092,27478690261
1.08404E+19,149.07865,26.827562,1.968018,0.001275931,589996.0523,8428.515032,27476959005
1.12592E+19,29.38962,28.198165,1.967993,0.00026241,589988.5575,8428.407964,27476609962
1.02966E+19,330.88348,0.036676713,1.967939,0.00094953,589972.3687,8428.176696,27475856027
1.28129E+19,150.15072,31.867104,1.967909,0.5675031,589963.3749,8428.048213,27475437175
1.08132E+19,134.31475,25.857079,1.967881,6.87E-05,589954.9808,8427.928296,27475046246
1.15811E+19,116.713,27.867687,1.967868,0.000211907,589951.0835,8427.872621,27474864744
8.89241E+18,1.9052034,-3.8340183,1.96781,0.000508382,589933.6955,8427.624222,27474054963
9.8395E+18,27.01738,4.3057931,1.96781,0.000770951,589933.6955,8427.624222,27474054963
9.22568E+18,147.97214,57.919605,1.967798,0.000458563,589930.098,8427.572829,27473887422
8.88805E+18,23.581043,-3.7336931,1.967574,0.000229575,589862.9446,8426.613494,27470759992
1.03797E+19,318.19575,-1.5675721,1.967459,0.000518357,589828.4685,8426.120979,27469154391
1.22962E+19,240.16958,33.886039,1.967432,0.000587826,589820.3741,8426.005345,27468777424
1.08426E+19,144.09848,26.381375,1.967325,0.001251353,589788.2964,8425.547091,27467283518
1.02921E+19,322.61524,0.18416559,1.967307,0.000379794,589782.9001,8425.470002,27467032207
9.07139E+18,252.0964,52.491315,1.967276,0.4925339,589773.6066,8425.337237,27466599393
8.71345E+18,30.929589,28.992017,1.967211,6.17E-05,589754.1201,8425.058859,27465691880
8.88922E+18,359.91276,-2.9928817,1.967205,3.139532,589752.3214,8425.033162,27465608109
9.89674E+18,19.763861,-1.1122464,1.967197,1.450819,589749.923,8424.9989,27465496415
1.05038E+19,23.08568,-1.3086496,1.967117,0.001192778,589725.9397,8424.656281,27464379476
1.1785E+19,163.20551,25.299348,1.967038,0.000979108,589702.2561,8424.317944,27463276498
8.60077E+18,328.04911,24.174702,1.966936,0.000149155,589671.6773,8423.881104,27461852401
9.44968E+18,214.2851,58.041543,1.9669,0.001393693,589660.8848,8423.726926,27461349778
9.45994E+18,214.6713,54.749689,1.966861,0.000297283,589649.1929,8423.559899,27460805270
1.30167E+19,1.1873733,11.249883,1.966536,0.09994064,589551.7605,8422.168007,27456267704
8.8553E+18,4.969566,-2.6580045,1.966504,0.001368638,589542.1672,8422.03096,27455820928
1.19978E+19,112.49901,41.711106,1.966501,6.306267,589541.2678,8422.018111,27455779043
4.94508E+18,35.44701,-8.7098957,1.966482,0.000154579,589535.5717,8421.936739,27455513770
8.68761E+18,10.158686,34.227957,1.966347,0.001265824,589495.0998,8421.358569,27453628935
1.05105E+19,23.385043,-3.2651121,1.966322,0.000664753,589487.605,8421.2515,27453279891
8.53006E+18,329.85735,23.709316,1.966215,0.000967559,589455.5273,8420.793247,27451785985
8.88923E+18,0.008742276,-3.9673261,1.966099,0.000808837,589420.7514,8420.296449,27450166423
8.53895E+18,339.65548,19.371948,1.96609,0.001044926,589418.0533,8420.257904,27450040767
8.70789E+18,26.888078,31.989962,1.965974,0.000309112,589383.2774,8419.761106,27448421205
1.04022E+19,335.4389,0.72758419,1.965936,0.000623421,589371.8853,8419.598362,27447890659
1.05013E+19,32.263975,-4.2411438,1.965932,0.00059868,589370.6861,8419.581231,27447834812
9.84831E+18,6.7818248,3.0988036,1.965926,11.91149,589368.8874,8419.555534,27447751041
9.89783E+18,22.856374,-0.27832604,1.965891,5.106611,589358.3947,8419.405638,27447262380
1.05903E+19,3.974721,0.32458752,1.965876,0.002314154,589353.8978,8419.341397,27447052954
8.5402E+18,339.74415,22.283201,1.965772,0.000584327,589322.7194,8418.895992,27445600933
1.22916E+19,240.10028,31.307258,1.965703,0.001471805,589302.0338,8418.600483,27444637573
1.03268E+19,344.67805,0.27059258,1.965329,0.000941245,589189.9116,8416.998737,27439415882
1.0631E+19,9.6288719,3.0981712,1.965311,0.001089607,589184.5153,8416.921647,27439164570
8.68758E+18,9.4190999,33.72822,1.965278,0.000419014,589174.6222,8416.780317,27438703833
1.0757E+19,138.81998,19.112544,1.965266,0.000548545,589171.0247,8416.728924,27438536292
8.60085E+18,326.74835,24.000251,1.965153,0.07474583,589137.1482,8416.244974,27436958615
4.94051E+18,37.371428,-7.5851652,1.965151,9.63E-05,589136.5486,8416.236408,27436930692
8.64586E+18,17.431451,25.211033,1.965056,0.000911084,589108.0684,8415.829548,27435604326
1.27272E+19,341.09169,5.7298994,1.964995,0.000837644,589089.781,8415.568301,27434752660
9.94858E+18,190.11289,39.37221,1.96495,0.001047945,589076.2904,8415.375577,27434124381
9.08064E+18,245.1536,54.719996,1.964911,0.000997321,589064.5985,8415.20855,27433579874
8.15397E+18,24.095578,22.395952,1.964885,0.000687769,589056.8039,8415.097199,27433216868
1.04025E+19,335.64002,0.9932776,1.964855,0.000496065,589047.8102,8414.968717,27432798016
9.98803E+18,197.57009,37.117433,1.964741,0.000724621,589013.6339,8414.480484,27431206377
1.0382E+19,317.73879,-0.008730912,1.96455,0.000936066,588956.3736,8413.66248,27428539685
8.65947E+18,29.076069,28.49,1.96453,0.000359887,588950.3778,8413.576825,27428260450
8.84981E+18,23.17385,2.781067,1.964507,35.01711,588943.4825,8413.478322,27427939330
9.2099E+18,157.13707,53.682648,1.964489,0.04258153,588938.0863,8413.401233,27427688019
1.27307E+19,342.03469,4.0225278,1.964489,5.82E-05,588938.0863,8413.401233,27427688019
1.06016E+19,39.682001,4.5520634,1.964429,0.000372267,588920.0988,8413.144268,27426850314
8.61449E+18,338.74331,29.574014,1.964385,0.000591038,588906.9079,8412.955827,27426235997
4.7548E+18,10.696056,-0.47543296,1.964342,0.00132241,588894.0169,8412.771669,27425635643
1.03617E+19,349.94405,0.17198001,1.964252,0.00072838,588867.0356,8412.386223,27424379086
1.27745E+19,142.84207,27.674591,1.964,0.000532951,588791.488,8411.306971,27420860727
4.72671E+18,329.44115,1.0632877,1.963937,0.000719447,588772.6011,8411.037159,27419981137
7.19796E+18,125.62416,45.241299,1.963878,0.000334092,588754.9134,8410.784477,27419157394
1.0632E+19,5.7125511,3.7631769,1.963848,0.000116816,588745.9196,8410.655995,27418738542
1.05013E+19,32.008179,-4.8609166,1.963827,8.95E-05,588739.624,8410.566057,27418445346
1.05891E+19,6.1040625,-0.98266153,1.963827,0.000200195,588739.624,8410.566057,27418445346
9.47462E+18,226.52127,56.026562,1.963801,0.2785779,588731.8294,8410.454706,27418082340
1.05768E+19,25.766921,1.6103698,1.963795,0.2632858,588730.0306,8410.429009,27417998570
8.69323E+18,13.465471,31.202509,1.963653,0.000399292,588687.4602,8409.82086,27416016002
1.41245E+19,141.00231,-1.1626097,1.963634,0.000226043,588681.7641,8409.739488,27415750729
1.1759E+19,137.79127,29.556884,1.963546,0.000909364,588655.3824,8409.362606,27414522096
1.05328E+19,122.27803,33.908858,1.963344,0.000634082,588594.8244,8408.497492,27411701824
1.05837E+19,23.838365,1.7096224,1.963321,0.000976118,588587.9292,8408.398989,27411380704
1.1759E+19,138.68777,29.18407,1.96315,3.794684,588536.6648,8407.66664,27408993246
8.58168E+18,17.195468,17.603975,1.963108,0.305306,588524.0735,8407.486765,27408406853
1.05846E+19,22.720191,1.6251091,1.962938,0.000689551,588473.1089,8406.758699,27406033357
8.66061E+18,30.47191,25.052323,1.962893,0.000229321,588459.6183,8406.565975,27405405079
1.08111E+19,139.96978,27.538637,1.962834,0.000878153,588441.9305,8406.313293,27404581336
8.61565E+18,342.05934,29.204553,1.962722,0.000799485,588408.3538,8405.833626,27403017621
8.70778E+18,27.405584,29.9599,1.962483,0.9757988,588336.7035,8404.810051,27399680765
8.54016E+18,339.1134,22.53655,1.962445,81.12716,588325.3114,8404.647306,27399150218
9.57135E+18,215.42872,43.027058,1.962368,0.001412155,588302.2275,8404.317535,27398075164
1.17669E+19,150.48316,31.187654,1.96233,0.000897013,588290.8354,8404.154791,27397544618
1.27791E+19,151.42464,28.306032,1.962303,0.000453816,588282.741,8404.039157,27397167651
9.57372E+18,211.81271,43.792987,1.961667,0.001503397,588092.0733,8401.315332,27388287983
9.35061E+18,119.73037,45.668798,1.961576,0.000773359,588064.7922,8400.925603,27387017465
8.71017E+18,28.808676,29.426361,1.961555,0.000283702,588058.4966,8400.835665,27386724268
9.44982E+18,210.06262,58.770206,1.961516,0.000537794,588046.8047,8400.668638,27386179760
1.23006E+19,231.63253,33.58709,1.961509,0.000266924,588044.7061,8400.638659,27386082028
1.03967E+19,330.78365,-1.5368258,1.961506,0.000486273,588043.8068,8400.625811,27386040143
1.20969E+19,232.00394,36.985507,1.961269,0.000731326,587972.756,8399.610801,27382731210
9.4757E+18,224.36609,55.799946,1.961187,0.001577123,587948.1731,8399.259616,27381586347
1.05149E+19,13.777967,-2.9396982,1.961159,0.001068261,587939.7789,8399.139699,27381195419
9.40823E+18,37.019546,-4.1727596,1.961105,0.001143074,587923.5902,8398.908431,27380441485
4.72894E+18,332.46889,1.1526238,1.96109,9.50E-05,587919.0933,8398.84419,27380232058
8.34994E+18,194.54043,47.79543,1.960873,0.001127921,587854.0384,8397.914835,27377202361
1.24604E+19,20.009133,16.179398,1.960857,0.000755203,587849.2417,8397.846311,27376978973
8.35877E+18,183.61991,46.807482,1.960724,0.000373608,587809.3694,8397.276706,27375122061
1.15857E+19,114.08896,31.494267,1.960597,0.000287961,587771.2958,8396.732797,27373348920
9.23479E+18,203.65416,57.967178,1.96054,0.000775154,587754.2077,8396.488681,27372553101
1.15338E+19,141.35371,34.341394,1.960279,0.000333504,587675.962,8395.370885,27368909086
1.03562E+19,357.63729,0.52068454,1.960195,0.00063356,587650.7794,8395.011135,27367736300
8.15398E+18,24.068047,22.479542,1.960116,0.000885381,587627.0959,8394.672798,27366633322
9.32149E+18,125.26162,44.591592,1.960099,0.000726002,587621.9994,8394.599992,27366395972
1.05656E+19,30.326598,0.5151196,1.960072,0.001136667,587613.905,8394.484357,27366019005
8.52546E+18,329.07799,19.142626,1.959741,4.83E-05,587514.6739,8393.06677,27361397669
9.32148E+18,125.13109,43.957982,1.95971,35.72744,587505.3803,8392.934005,27360964855
1.24853E+19,133.1787,19.361182,1.959646,0.001442215,587486.1936,8392.659909,27360071303
1.07739E+19,154.93258,21.354311,1.959375,-1,587404.95,8391.499286,27356287671
1.03855E+19,323.22819,0.35384226,1.959345,0.000869145,587395.9562,8391.370803,27355868819
1.05149E+19,13.786867,-3.3068749,1.959007,0.000728151,587294.6265,8389.923236,27351149750
1.0605E+19,36.408455,4.3833299,1.959001,1.390123,587292.8278,8389.89754,27351065980
1.17815E+19,157.41348,28.860379,1.958894,0.00077307,587260.75,8389.439286,27349572074
8.86313E+18,14.982341,-0.55156831,1.958668,0.002349967,587192.9971,8388.471387,27346416720
1.03944E+19,329.35917,-1.4417763,1.958624,0.000713508,587179.8062,8388.282946,27345802403
1.0578E+19,20.647829,0.21317541,1.958347,0.000455582,587096.7638,8387.096626,27341935001
8.65823E+18,28.393933,25.315613,1.958325,0.8090712,587090.1684,8387.002406,27341627843
1.24324E+19,10.506176,13.820433,1.958093,0.000830919,587020.6167,8386.008809,27338388719
1.06299E+19,2.616403,4.382463,1.958016,0.000234235,586997.5327,8385.679038,27337313664
8.81248E+18,36.751156,1.8541212,1.958008,0.000926483,586995.1343,8385.644776,27337201971
1.05679E+19,31.646755,1.1581895,1.957979,0.001380309,586986.4404,8385.520577,27336797080
1.27836E+19,160.21233,27.482359,1.957888,0.000434491,586959.1593,8385.130847,27335526561
9.85972E+18,18.189297,5.9307563,1.957808,0.00053127,586935.1759,8384.788228,27334409622
1.08246E+19,153.24661,22.570989,1.957719,0.001206556,586908.4944,8384.407064,27333167027
9.43167E+18,199.71041,43.78108,1.957674,0.09344233,586895.0038,8384.21434,27332538749
8.66838E+18,354.62892,25.23204,1.957507,0.001680405,586844.9385,8383.499122,27330207138
9.44068E+18,191.56418,40.882952,1.957462,0.001236024,586831.4479,8383.306399,27329578860
8.56487E+18,348.97575,20.359948,1.957382,0.000562471,586807.4645,8382.963779,27328461920
9.92947E+18,167.8316,40.20429,1.957235,0.00098933,586763.3951,8382.334216,27326409544
1.05127E+19,17.074243,-4.6141022,1.957218,0.000981062,586758.2987,8382.261409,27326172195
9.93288E+18,159.43529,39.558939,1.95717,0.000295833,586743.9086,8382.055838,27325502031
1.17601E+19,145.26003,30.681675,1.95709,0.001106206,586719.9253,8381.713218,27324385092
1.06173E+19,17.508435,1.1769568,1.957071,0.000152439,586714.2292,8381.631846,27324119819
8.88694E+18,26.367344,-3.4040302,1.956989,0.06917901,586689.6463,8381.280661,27322974956
1.1589E+19,121.01377,29.723383,1.956879,0.000623885,586656.6692,8380.80956,27321439164
8.89928E+18,8.4643411,-3.4211517,1.956724,0.000805334,586610.2014,8380.145734,27319275094
9.9778E+18,141.12675,36.516177,1.956695,0.000624455,586601.5074,8380.021535,27318870204
9.85964E+18,16.926071,6.5577307,1.956655,0.000416792,586589.5158,8379.850225,27318311734
1.04023E+19,333.68125,-0.088605943,1.956651,-1,586588.3166,8379.833094,27318255887
1.06185E+19,14.130673,3.7493706,1.956464,0.000605685,586532.2555,8379.032221,27315645041
1.03774E+19,340.42174,-1.0419177,1.956321,0.000879246,586489.3852,8378.419789,27313648512
8.31947E+18,159.52048,47.682069,1.956305,0.2112035,586484.5886,8378.351265,27313425124
4.7538E+18,10.856805,1.1070861,1.95625,0.001351089,586468.1,8378.115714,27312657229
1.05881E+19,7.3400464,-0.56166014,1.956072,0.001312699,586414.737,8377.353386,27310172039
1.27251E+19,346.58634,6.6541047,1.956002,0.000405339,586393.7516,8377.053594,27309194717
8.56032E+18,352.43797,21.525416,1.95573,0.000906822,586312.2082,8375.888688,27305397123
8.82616E+18,27.789796,2.4138893,1.955715,0.00059259,586307.7113,8375.824447,27305187697
1.25032E+19,133.01546,22.677272,1.955696,0.001022423,586302.0152,8375.743075,27304922424
1.17624E+19,147.54857,28.890547,1.955639,0.9820561,586284.9271,8375.498958,27304126604
9.61428E+18,252.64341,46.558355,1.955576,0.001460586,586266.0402,8375.229146,27303247015
1.07828E+19,153.4343,14.301698,1.955555,0.000821466,586259.7446,8375.139208,27302953818
8.54356E+18,9.5992161,18.687399,1.955544,0.000917689,586256.4468,8375.092098,27302800239
7.19235E+18,116.16037,44.83191,1.955249,0.000681449,586168.0082,8373.828689,27298681525
9.94534E+18,146.82114,39.820443,1.955212,0.001051025,586156.9159,8373.670227,27298164941
8.32848E+18,170.47411,49.360666,1.95519,0.00158746,586150.3205,8373.576007,27297857782
1.30977E+19,337.96978,30.681728,1.955183,0.000430794,586148.2219,8373.546028,27297760050
1.15868E+19,115.8473,31.215308,1.95515,0.001040186,586138.3288,8373.404697,27297299313
1.15688E+19,179.12389,34.282939,1.955047,0.000902817,586107.4502,8372.963575,27295861253
8.31837E+18,158.22702,45.961388,1.954963,0.1081952,586082.2677,8372.603824,27294688467
9.8609E+18,23.607975,6.151104,1.954963,0.000755824,586082.2677,8372.603824,27294688467
9.9542E+18,178.97585,38.991513,1.95494,0.07624438,586075.3725,8372.505321,27294367347
8.88914E+18,358.42786,-3.265796,1.954937,0.8419158,586074.4731,8372.492473,27294325462
1.05679E+19,30.676577,1.4413502,1.95431,10.23259,585886.5035,8369.807193,27285571450
1.31484E+19,135.67233,26.382582,1.953915,0.001328943,585768.0857,8368.11551,27280056562
8.86542E+18,16.7769,-0.037666331,1.953854,0.000452529,585749.7984,8367.854262,27279204895
1.15417E+19,195.35324,34.693201,1.953587,0.05296836,585669.7539,8366.71077,27275477110
9.14817E+18,35.828896,-4.1975635,1.953572,0.000774407,585665.257,8366.646529,27275267684
9.89902E+18,23.716569,-1.0023737,1.953336,0.000632091,585594.5061,8365.635802,27271972713
1.1768E+19,154.31548,30.816593,1.953158,0.000751583,585541.1431,8364.873473,27269487523
9.34508E+18,145.77359,40.903033,1.953107,0.000710183,585525.8537,8364.655053,27268775474
1.05442E+19,115.99741,32.448182,1.953023,9.89E-05,585500.6712,8364.295303,27267602688
8.52557E+18,331.10481,18.701344,1.952911,0.001280551,585467.0945,8363.815636,27266038973
1.08201E+19,131.51242,28.462307,1.952905,0.09269349,585465.2958,8363.789939,27265955203
1.05915E+19,2.0221382,2.2209291,1.952598,0.000935008,585373.2596,8362.475137,27261668948
1.03799E+19,319.02368,0.066327853,1.952598,0.000608424,585373.2596,8362.475137,27261668948
8.154E+18,24.510303,22.280869,1.952488,0.000876534,585340.2825,8362.004036,27260133156
9.97455E+18,131.64168,37.592451,1.952486,0.001832257,585339.6829,8361.99547,27260105233
4.75927E+18,18.465129,-0.12576655,1.952228,0.000108166,585262.3366,8360.890523,27256503103
1.30988E+19,339.66084,31.260683,1.952097,0.000661969,585223.0638,8360.329483,27254674115
1.17455E+19,147.76794,27.280045,1.951988,0.000522986,585190.3865,8359.862664,27253152285
1.08144E+19,130.90263,26.011494,1.951929,0.000581073,585172.6988,8359.609982,27252328543
1.03921E+19,327.98313,-1.2641179,1.951924,0.001073729,585171.1998,8359.588569,27252258734
1.27003E+19,357.07956,4.6905231,1.951851,0.001381446,585149.315,8359.275928,27251239527
1.31179E+19,128.66638,34.285256,1.951742,0.00078425,585116.6377,8358.809109,27249717697
9.97887E+18,145.58297,37.167987,1.951535,0.9167076,585054.5807,8357.922582,27246827616
1.05555E+19,34.054105,-0.15758271,1.951278,0.000699306,584977.5342,8356.821917,27243239449
9.85623E+18,15.196747,5.4811643,1.951217,0.001164579,584959.2469,8356.560669,27242387783
1.4102E+19,130.38295,-1.5722682,1.951209,-1,584956.8485,8356.526408,27242276089
9.33168E+18,154.8244,44.571086,1.951003,0.001363814,584895.0914,8355.644163,27239399970
8.54228E+18,341.20961,22.309585,1.95094,0.00047433,584876.2045,8355.37435,27238520380
1.0292E+19,320.87781,0.5034285,1.95088,5.15E-05,584858.217,8355.117385,27237682676
1.20856E+19,239.93236,40.093464,1.950878,0.001105905,584857.6174,8355.10882,27237654752
8.63343E+18,354.64723,24.164779,1.950832,0.000669492,584843.8269,8354.911813,27237012512
1.06365E+19,7.4023206,3.9591438,1.950804,0.000857747,584835.4328,8354.791897,27236621583
1.15193E+19,153.6382,34.5857,1.950751,0.000727344,584819.5438,8354.564911,27235881611
9.2596E+18,177.18379,51.188709,1.950628,0.000752493,584782.6694,8354.038134,27234164317
1.07716E+19,126.21216,19.112576,1.950502,0.001169995,584744.8956,8353.498508,27232405137
8.34199E+18,199.97931,49.134058,1.950459,0.000968091,584732.0045,8353.31435,27231804782
1.07582E+19,139.17133,19.814509,1.950398,0.001877955,584713.7172,8353.053103,27230953116
9.57022E+18,213.49687,45.242289,1.950261,0.000298002,584672.6457,8352.466367,27229040357
8.5571E+18,356.48083,23.740908,1.950255,0.000118838,584670.847,8352.440671,27228956587
8.54128E+18,337.44956,23.636973,1.950233,0.000963873,584664.2515,8352.346451,27228649429
8.71347E+18,30.501305,28.717495,1.950214,0.000739428,584658.5555,8352.265078,27228384156
8.22827E+18,146.74948,47.360396,1.949878,0.000952712,584557.8254,8350.826077,27223693010
1.05723E+19,28.181381,0.11011034,1.949265,0.000684036,584374.0529,8348.200755,27215134463
8.83965E+18,358.04408,-1.1546838,1.949252,0.000823336,584370.1556,8348.14508,27214952960
8.20332E+18,144.65298,53.012632,1.949055,0.001009579,584311.0966,8347.301379,27212202497
9.86197E+18,23.951748,4.5167882,1.94899,0.000627335,584291.6101,8347.023001,27211294984
8.67512E+18,347.33866,25.131411,1.948941,0.000297523,584276.9203,8346.813147,27210610858
1.05937E+19,9.2628756,-1.2340772,1.94886,8.18E-05,584252.6371,8346.466245,27209479957
8.64944E+18,21.470197,26.110222,1.94884,0.000264525,584246.6413,8346.38059,27209200722
8.64693E+18,19.66965,27.625713,1.948834,5.66E-05,584244.8425,8346.354893,27209116952
8.74275E+18,348.31027,32.237412,1.948824,0.7403275,584241.8446,8346.312066,27208977335
1.05341E+19,120.04488,36.828497,1.948816,0.5649866,584239.4463,8346.277804,27208865641
8.80592E+18,41.929759,2.7360972,1.948813,1.807285,584238.5469,8346.264956,27208823755
1.04958E+19,31.660593,-3.3730491,1.948693,0.001991561,584202.5719,8345.751027,27207148346
9.40919E+18,157.91186,43.107578,1.948601,0.000961658,584174.991,8345.357014,27205863866
9.3461E+18,151.3049,41.292482,1.94857,0.001460441,584165.6974,8345.224249,27205431052
1.1581E+19,116.95806,28.379472,1.948344,0.000582752,584097.9444,8344.256349,27202275699
1.03653E+19,344.17965,1.726281,1.948301,0.000315245,584085.0534,8344.072191,27201675344
1.0534E+19,120.63541,35.391772,1.948236,0.001173579,584065.5669,8343.793813,27200767830
1.27869E+19,169.64653,27.582299,1.948178,0.001635319,584048.179,8343.545414,27199958049
1.0363E+19,348.05712,1.8404549,1.948168,2.251769,584045.1811,8343.502587,27199818432
8.20108E+18,151.0328,45.889956,1.948162,0.000738707,584043.3823,8343.47689,27199734662
9.89556E+18,18.586815,-0.26914491,1.948152,33.11364,584040.3844,8343.434063,27199595044
9.23132E+18,208.296,58.284573,1.948143,0.1561953,584037.6863,8343.395518,27199469388
1.06265E+19,21.566089,4.3424528,1.948141,6.44E-05,584037.0867,8343.386952,27199441465
1.15654E+19,159.16015,35.310666,1.948125,5.96E-05,584032.29,8343.318429,27199218077
1.15857E+19,114.25841,31.678198,1.948122,2.55922,584031.3906,8343.30558,27199176192
1.41112E+19,135.58531,-0.46417133,1.948099,0.000329189,584024.4954,8343.207077,27198855072
9.84163E+18,357.59653,4.1345437,1.948089,0.000709843,584021.4975,8343.16425,27198715454
1.27386E+19,7.5550729,9.6229675,1.948028,0.00070856,584003.2102,8342.903003,27197863788
1.03822E+19,318.91582,1.1856568,1.947972,0.001356494,583986.4218,8342.663169,27197081931
1.03921E+19,328.29257,-1.5402186,1.947951,0.000630354,583980.1262,8342.573231,27196788734
8.19794E+18,123.25346,56.289142,1.947931,0.001028378,583974.1304,8342.487576,27196509499
1.05476E+19,116.59746,38.950268,1.947931,0.000589137,583974.1304,8342.487576,27196509499
1.2716E+19,351.28147,7.1170771,1.947888,0.001084225,583961.2393,8342.303419,27195909144
9.59058E+18,225.95922,47.328176,1.947802,0.000690919,583935.4572,8341.935103,27194708435
1.07965E+19,143.66703,23.783129,1.947691,0.000802382,583902.1803,8341.459718,27193158681
8.66166E+18,6.4023756,27.662993,1.947562,0.000332539,583863.5071,8340.907244,27191357617
1.05521E+19,43.888187,0.40905069,1.947453,0.06258328,583830.8298,8340.440425,27189835787
1.25112E+19,118.96806,22.089645,1.947116,0.00144795,583729.7999,8338.997141,27185130680
7.17658E+18,114.81899,43.127971,1.947108,0.0010317,583727.4015,8338.962879,27185018986
9.89791E+18,21.461938,-0.006326691,1.947062,0.000941264,583713.6111,8338.765873,27184376746
9.60632E+18,254.18549,43.887611,1.947042,0.001081547,583707.6153,8338.680218,27184097511
1.05891E+19,6.3123917,-0.35222353,1.946861,0.001500587,583653.3529,8337.905042,27181570436
1.24345E+19,28.214718,15.723151,1.946851,0.001222001,583650.355,8337.862214,27181430818
1.02976E+19,331.32478,-0.79011363,1.946828,0.002101389,583643.4598,8337.763711,27181109698
9.89788E+18,21.675148,-1.0578084,1.946809,4.70701,583637.7637,8337.682339,27180844425
9.35301E+18,117.49081,52.517948,1.946697,0.00105508,583604.187,8337.202672,27179280710
8.30822E+18,121.29861,47.163764,1.946673,0.00076487,583596.992,8337.099886,27178945628
1.15416E+19,196.75863,35.110724,1.9466,0.001111937,583575.1072,8336.787246,27177926421
9.58714E+18,230.59911,43.575035,1.946554,0.000813175,583561.3168,8336.59024,27177284181
1.03911E+19,324.91109,1.9509579,1.946537,0.000794317,583556.2203,8336.517433,27177046831
9.58718E+18,229.37001,44.595811,1.946456,-1,583531.9372,8336.170531,27175915930
8.85655E+18,7.0016692,0.88621292,1.946305,0.001087366,583486.6686,8335.523837,27173807707
9.20539E+18,174.13063,56.602546,1.946276,0.001144889,583477.9746,8335.399637,27173402817
1.0802E+19,129.61674,21.494384,1.94626,0.001517167,583473.1779,8335.331113,27173179429
9.60194E+18,242.70809,42.665868,1.946137,0.5422475,583436.3035,8334.804336,27171462135
1.06321E+19,6.9223603,4.9497462,1.946107,0.3078289,583427.3097,8334.675853,27171043282
8.22039E+18,124.9266,53.806238,1.946106,6.96E-05,583427.01,8334.671571,27171029321
9.43411E+18,203.58448,44.030672,1.946103,4.653888,583426.1106,8334.658723,27170987435
1.04867E+19,40.131811,-3.4415707,1.946042,2.640674,583407.8233,8334.397475,27170135769
1.07807E+19,153.08565,16.971107,1.945984,0.000565739,583390.4353,8334.149076,27169325988
1.17434E+19,146.80133,30.870763,1.945957,0.001570768,583382.3409,8334.033442,27168949021
1.04857E+19,38.623372,-1.9233463,1.945654,0.00066422,583291.504,8332.735771,27164718613
9.26744E+18,189.9262,56.621884,1.945571,0.000569642,583266.6212,8332.380303,27163559789
9.32141E+18,126.16326,43.330212,1.945491,0.000634857,583242.6379,8332.037684,27162442849
1.05329E+19,121.07391,33.610267,1.945465,2.782553,583234.8433,8331.926333,27162079844
1.27869E+19,168.97282,27.616761,1.945463,0.3371649,583234.2437,8331.917767,27162051921
1.07671E+19,136.54113,20.257525,1.945446,4.022979,583229.1472,8331.84496,27161814571
8.88692E+18,26.130145,-3.6457435,1.94544,0.3997178,583227.3485,8331.819264,27161730801
9.93285E+18,159.09,39.617129,1.945391,0.00017946,583212.6587,8331.60941,27161046675
1.27171E+19,348.92667,4.3131268,1.945388,0.001064946,583211.7593,8331.596561,27161004790
9.15378E+18,37.846445,-3.9081615,1.945307,0.001015498,583187.4761,8331.249659,27159873889
9.58377E+18,235.00134,41.708629,1.944981,0.000844693,583089.744,8329.853485,27155322361
9.48244E+18,229.29125,56.249098,1.944733,0.3725951,583015.3955,8328.791365,27151859849
1.05499E+19,44.20251,1.3691941,1.944725,4.36E-05,583012.9972,8328.757103,27151748155
8.69212E+18,13.88545,34.0678,1.944599,3.44E-05,582975.2234,8328.217477,27149988976
1.06151E+19,12.762008,2.703211,1.944352,0.001398677,582901.1748,8327.15964,27146540426
8.60188E+18,330.90657,24.946785,1.944251,0.00116604,582870.8958,8326.727083,27145130290
8.56478E+18,350.06661,18.232244,1.944233,0.000947966,582865.4995,8326.649993,27144878978
9.55896E+18,224.8467,43.009047,1.944111,0.3006946,582828.9249,8326.127499,27143175646
1.03968E+19,331.194,0.27322608,1.944082,0.000883667,582820.2309,8326.003299,27142770755
1.27724E+19,137.50426,29.336324,1.944075,4.03E-05,582818.1324,8325.97332,27142673023
8.23621E+18,141.9645,46.990165,1.943964,0.000969763,582784.8555,8325.497936,27141123270
1.05283E+19,13.076295,-3.0573114,1.94393,0.000795039,582774.6626,8325.352322,27140648571
4.94065E+18,37.287735,-5.3212869,1.943752,0.000756743,582721.2996,8324.589994,27138163381
8.58616E+18,29.366843,17.549964,1.943644,0.00077265,582688.922,8324.127458,27136655513
1.24513E+19,23.627849,15.493264,1.943607,0.001001489,582677.8297,8323.968996,27136138928
1.17738E+19,158.20033,26.790746,1.943577,0.001499202,582668.836,8323.840514,27135720076
